satisfaction_level,left,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0.31,0,0.5,3,262,5,0,0,sales,medium
0.18,0,0.54,4,165,3,0,0,technical,medium
0.24,0,0.52,4,228,5,0,0,sales,medium
0.22,0,0.6,3,205,6,1,0,sales,low
0.22,0,0.69,3,212,3,0,0,sales,medium
0.15,0,0.42,3,98,3,0,0,sales,low
0.16,0,0.7,3,178,3,1,0,technical,low
0.16,0,0.7,3,178,3,1,0,technical,low
0.13,0,0.72,4,247,3,0,0,sales,medium
0.23,0,0.48,3,139,4,0,0,IT,medium
0.19,0,0.63,4,278,6,0,0,technical,low
0.19,0,0.63,4,278,6,0,0,technical,low
0.19,0,0.63,4,233,5,0,0,sales,medium
0.28,0,0.37,3,164,4,1,0,accounting,low
0.28,0,0.37,3,164,4,1,0,accounting,low
0.24,0,0.58,3,184,5,1,0,technical,medium
0.14,0,0.51,5,259,5,0,0,product_mng,medium
0.17,0,0.59,4,179,4,0,0,product_mng,low
0.13,0,0.65,4,194,4,0,0,support,medium
0.24,0,0.6,2,194,6,0,0,IT,medium
0.17,0,0.57,5,286,3,0,0,sales,low
0.3,0,0.39,3,175,3,0,0,sales,medium
0.3,0,0.51,2,178,3,0,0,sales,low
0.12,0,0.55,5,242,4,0,0,marketing,medium
0.32,1,0.6,2,280,4,0,0,technical,low
0.32,0,0.45,2,188,3,0,0,sales,low
0.14,0,0.56,5,259,4,1,0,IT,low
0.14,0,0.56,5,259,4,1,0,IT,low
0.15,0,0.74,2,176,3,1,0,sales,low
0.14,0,0.71,2,155,3,0,0,sales,low
0.2,0,0.73,3,250,5,0,0,sales,medium
0.23,0,0.5,2,150,6,0,0,accounting,low
0.14,0,0.72,4,254,4,0,0,support,low
0.18,0,0.6,3,140,4,0,0,sales,low
0.2,0,0.48,4,156,4,1,0,sales,medium
0.17,0,0.73,4,274,3,0,0,accounting,high
0.18,0,0.6,3,130,2,1,0,support,medium
0.33,0,0.41,2,198,4,0,0,technical,medium
0.33,0,0.41,2,198,4,0,0,technical,medium
0.17,0,0.51,5,221,3,0,0,sales,low
0.27,0,0.39,4,193,4,0,0,technical,medium
0.29,0,0.66,3,256,2,1,0,sales,medium
0.27,0,0.64,2,188,3,0,0,hr,low
0.25,0,0.59,4,218,3,1,0,sales,low
0.31,0,0.38,3,173,2,0,0,technical,low
0.2,0,0.75,3,235,4,0,0,technical,high
0.13,0,0.62,5,268,3,0,0,sales,medium
0.13,0,0.62,5,268,3,0,0,sales,medium
0.24,0,0.65,4,248,3,0,0,support,medium
0.15,0,0.7,4,220,4,0,0,hr,low
0.18,0,0.49,5,250,5,1,0,RandD,medium
0.21,0,0.71,4,270,2,0,0,sales,high
0.21,0,0.71,4,270,2,0,0,sales,high
0.29,0,0.43,3,162,4,0,0,IT,medium
0.19,0,0.51,5,226,3,0,0,sales,medium
0.24,0,0.74,3,269,4,1,0,support,medium
0.26,0,0.67,2,242,6,0,0,technical,low
0.27,0,0.48,4,185,2,0,0,support,low
0.27,0,0.48,4,185,2,0,0,support,low
0.2,0,0.69,2,160,4,0,0,sales,low
0.3,0,0.47,2,159,4,0,0,sales,medium
0.15,0,0.61,3,146,6,1,0,technical,medium
0.21,0,0.65,4,276,6,0,0,marketing,high
0.14,0,0.52,4,122,2,0,0,sales,high
0.2,0,0.54,4,149,3,0,0,accounting,low
0.3,0,0.58,2,189,4,1,0,accounting,low
0.3,0,0.58,2,189,4,1,0,accounting,low
0.16,0,0.52,3,100,4,0,0,support,medium
0.15,0,0.66,4,180,4,0,0,technical,low
0.14,1,0.62,4,158,4,1,0,technical,low
0.14,1,0.62,4,158,4,1,0,technical,low
0.14,1,0.62,4,158,4,1,0,technical,low
0.21,0,0.72,3,245,6,0,0,IT,high
0.18,0,0.46,5,202,4,0,0,support,medium
0.19,0,0.58,4,173,5,0,0,accounting,medium
0.19,0,0.58,4,173,5,0,0,accounting,medium
0.24,0,0.56,4,281,7,0,0,sales,medium
0.24,0,0.56,4,281,7,0,0,sales,medium
0.31,0,0.42,2,169,5,0,0,IT,low
0.33,0,0.64,2,274,3,1,0,technical,high
0.33,0,0.64,2,274,3,1,0,technical,high
0.2,0,0.53,5,272,5,0,0,product_mng,low
0.2,0,0.53,5,272,5,0,0,product_mng,low
0.21,0,0.44,4,163,6,0,0,sales,high
0.14,1,0.75,4,277,5,1,0,sales,medium
0.14,1,0.75,4,277,5,1,0,sales,medium
0.33,0,0.59,3,243,2,0,0,technical,medium
0.17,1,0.75,3,188,4,0,0,technical,low
0.21,0,0.5,5,255,5,0,0,technical,medium
0.21,0,0.37,4,129,4,0,0,product_mng,medium
0.32,0,0.37,3,167,3,0,0,accounting,medium
0.19,0,0.69,4,269,6,0,0,RandD,medium
0.27,0,0.61,3,213,6,0,0,sales,low
0.15,0,0.36,5,159,2,0,0,accounting,low
0.14,0,0.49,4,115,4,0,0,support,medium
0.12,0,0.39,5,161,4,0,0,IT,low
0.17,0,0.56,5,218,4,1,0,support,medium
0.19,0,0.73,4,231,3,0,0,sales,low
0.22,0,0.61,3,148,5,0,0,sales,medium
0.22,0,0.61,3,148,5,0,0,sales,medium
0.3,0,0.53,3,210,6,0,0,marketing,medium
0.28,0,0.44,4,170,2,0,0,support,low
0.28,0,0.44,4,170,2,0,0,support,low
0.18,0,0.54,4,145,5,0,0,RandD,low
0.18,0,0.54,4,145,5,0,0,RandD,low
0.18,0,0.55,5,217,4,0,0,IT,low
0.24,0,0.48,4,145,3,1,0,technical,high
0.24,0,0.39,4,152,5,0,0,product_mng,high
0.23,0,0.7,4,233,2,0,0,management,medium
0.28,0,0.55,4,208,4,0,0,marketing,medium
0.14,0,0.66,5,281,4,1,0,accounting,medium
0.14,0,0.66,5,281,4,1,0,accounting,medium
0.3,0,0.57,2,158,2,0,0,hr,medium
0.21,0,0.57,5,239,3,0,0,sales,high
0.23,0,0.66,4,212,4,1,0,accounting,low
0.17,0,0.59,5,250,5,0,0,marketing,low
0.3,0,0.67,3,232,3,0,0,sales,low
0.37,0,0.48,2,285,5,0,0,IT,medium
0.25,0,0.41,3,133,6,1,0,sales,low
0.35,0,0.59,3,281,2,0,0,technical,medium
0.16,0,0.73,4,197,2,0,0,technical,low
0.16,0,0.73,4,197,2,0,0,technical,low
0.16,0,0.61,4,171,6,0,0,IT,medium
0.16,0,0.61,4,171,6,0,0,IT,medium
0.36,0,0.42,2,192,2,0,0,technical,low
0.15,0,0.59,5,209,4,1,0,support,medium
0.34,0,0.46,2,169,2,1,0,support,low
0.31,1,0.56,4,238,2,0,0,accounting,medium
0.31,1,0.56,4,238,2,0,0,accounting,medium
0.31,1,0.56,4,238,2,0,0,accounting,medium
0.25,0,0.69,3,187,4,0,0,marketing,medium
0.16,0,0.54,5,206,5,0,0,sales,medium
0.16,0,0.54,5,206,5,0,0,sales,medium
0.22,0,0.51,4,131,2,0,0,technical,medium
0.24,0,0.6,4,195,5,0,0,sales,medium
0.17,0,0.76,4,280,5,0,0,hr,low
0.14,0,0.51,5,173,4,0,0,support,medium
0.22,0,0.7,4,225,4,0,0,sales,medium
0.17,0,0.78,3,239,6,0,0,sales,low
0.17,0,0.78,3,239,6,0,0,sales,low
0.23,0,0.52,5,236,4,0,0,RandD,low
0.2,0,0.7,4,225,5,0,0,support,low
0.2,0,0.7,4,225,5,0,0,support,low
0.32,0,0.55,4,283,4,0,0,product_mng,low
0.25,0,0.68,4,279,5,1,0,IT,medium
0.31,0,0.51,2,146,3,0,0,RandD,low
0.31,0,0.51,2,146,3,0,0,RandD,low
0.28,0,0.66,3,184,2,0,0,marketing,low
0.2,0,0.7,4,221,5,0,0,hr,medium
0.33,0,0.51,2,166,3,0,0,support,medium
0.25,0,0.64,4,226,5,0,0,management,medium
0.12,0,0.7,5,277,3,0,0,support,medium
0.25,0,0.53,4,160,4,0,0,technical,medium
0.18,0,0.59,4,132,3,0,0,RandD,low
0.16,0,0.69,4,187,5,0,0,marketing,medium
0.2,0,0.52,5,218,5,0,0,technical,medium
0.21,0,0.43,5,175,2,1,0,sales,high
0.21,0,0.43,5,175,2,1,0,sales,high
0.33,0,0.4,4,212,2,1,0,accounting,low
0.33,0,0.58,2,183,2,0,0,management,medium
0.24,0,0.63,4,203,5,0,0,technical,low
0.24,0,0.63,4,203,5,0,0,technical,low
0.19,0,0.76,2,158,3,0,0,support,high
0.31,0,0.53,2,146,3,1,0,support,low
0.16,0,0.76,4,223,4,0,0,technical,low
0.16,0,0.76,4,223,4,0,0,technical,low
0.26,0,0.7,3,238,6,0,0,support,medium
0.21,0,0.6,5,249,4,0,0,sales,medium
0.15,0,0.68,5,246,2,0,0,sales,low
0.3,0,0.47,4,176,2,0,0,sales,low
0.2,0,0.49,5,199,5,0,0,sales,low
0.24,0,0.58,5,279,4,0,0,marketing,medium
0.3,0,0.66,3,198,2,0,0,product_mng,medium
0.3,0,0.44,3,129,2,0,0,technical,medium
0.18,0,0.73,4,219,5,0,0,sales,medium
0.32,0,0.4,2,132,3,0,0,technical,low
0.19,0,0.52,5,200,5,0,0,technical,low
0.31,0,0.59,3,176,3,0,0,technical,medium
0.17,0,0.57,4,116,3,0,0,sales,medium
0.17,0,0.57,4,116,3,0,0,sales,medium
0.15,0,0.75,3,259,8,1,0,marketing,high
0.15,0,0.75,3,259,8,1,0,marketing,high
0.32,0,0.5,2,143,3,0,0,technical,high
0.28,0,0.51,3,124,3,0,0,technical,low
0.24,0,0.71,3,187,5,0,0,IT,low
0.24,0,0.65,3,143,4,0,0,support,medium
0.16,0,0.86,2,215,2,0,0,RandD,medium
0.24,0,0.42,5,210,5,0,0,accounting,low
0.24,0,0.42,5,210,5,0,0,accounting,low
0.15,0,0.76,4,255,6,0,0,accounting,low
0.3,0,0.53,3,148,4,0,0,IT,medium
0.24,0,0.57,5,232,3,0,0,sales,medium
0.17,0,0.85,3,234,3,0,0,RandD,low
0.12,0,0.65,5,262,6,0,0,support,medium
0.23,0,0.49,5,214,5,0,0,IT,high
0.33,0,0.65,2,239,5,0,0,sales,low
0.26,0,0.39,3,99,4,0,0,IT,medium
0.28,0,0.52,3,127,4,0,0,product_mng,high
0.21,0,0.7,3,238,8,0,0,technical,medium
0.21,0,0.7,3,238,8,0,0,technical,medium
0.36,0,0.63,2,278,4,0,0,RandD,low
0.32,0,0.41,3,138,3,1,0,technical,medium
0.26,0,0.69,2,168,5,0,0,accounting,medium
0.13,0,0.61,5,198,5,0,0,sales,medium
0.13,0,0.61,5,198,5,0,0,sales,medium
0.27,0,0.69,2,177,5,0,0,RandD,low
0.4,0,0.38,3,280,2,0,0,marketing,low
0.19,0,0.64,5,231,4,1,0,IT,medium
0.19,0,0.58,5,182,2,0,0,technical,medium
0.14,1,0.7,5,236,3,0,0,sales,medium
0.24,0,0.73,4,273,5,0,0,support,low
0.15,0,0.67,5,249,5,0,0,support,high
0.14,0,0.68,5,253,5,0,0,support,low
0.19,0,0.83,3,225,4,0,0,sales,low
0.2,0,0.58,5,199,4,0,0,sales,low
0.18,0,0.67,5,285,5,0,0,accounting,low
0.21,0,0.63,5,226,3,0,0,support,medium
0.34,0,0.41,2,141,3,0,0,technical,medium
0.36,0,0.42,3,206,5,0,0,marketing,high
0.09,1,0.87,3,214,2,0,0,support,medium
0.09,1,0.87,3,214,2,0,0,support,medium
0.33,0,0.38,4,186,3,0,0,support,medium
0.18,0,0.75,3,142,2,0,0,product_mng,low
0.18,0,0.75,3,142,2,0,0,product_mng,low
0.22,0,0.74,3,199,6,0,0,accounting,medium
0.16,0,0.78,4,280,6,0,0,technical,high
0.34,0,0.62,2,257,6,1,0,support,low
0.32,0,0.65,2,183,3,0,0,sales,low
0.19,0,0.6,5,198,4,0,0,support,high
0.16,0,0.7,5,257,4,0,0,sales,medium
0.31,0,0.51,4,229,6,0,0,support,high
0.15,0,0.81,3,191,5,0,0,management,medium
0.15,0,0.81,3,191,5,0,0,management,medium
0.23,0,0.48,5,221,6,0,0,sales,medium
0.34,0,0.39,2,136,3,0,0,sales,medium
0.32,0,0.52,4,191,2,0,0,marketing,medium
0.25,0,0.59,4,166,5,0,0,sales,low
0.17,0,0.73,4,188,5,0,0,technical,low
0.32,0,0.47,3,143,4,0,0,IT,medium
0.32,0,0.47,3,143,4,0,0,IT,medium
0.24,0,0.61,5,252,4,0,0,technical,medium
0.23,0,0.59,5,245,5,0,0,hr,low
0.15,0,0.85,3,199,2,0,0,sales,medium
0.13,0,0.72,4,154,4,0,0,technical,medium
0.21,0,0.58,5,197,4,0,0,technical,low
0.13,0,0.77,4,201,5,0,0,marketing,medium
0.14,0,0.58,4,275,10,0,0,sales,medium
0.14,0,0.58,4,275,10,0,0,sales,medium
0.26,0,0.45,5,187,2,0,0,sales,low
0.35,0,0.41,3,157,2,0,0,support,low
0.21,0,0.66,4,165,5,0,0,support,low
0.14,0,0.73,5,273,4,1,0,sales,low
0.16,0,0.72,4,192,6,0,0,sales,high
0.14,0,0.52,4,108,6,0,0,sales,low
0.12,0,0.81,4,287,6,0,0,sales,medium
0.3,0,0.48,2,104,2,0,0,technical,high
0.18,0,0.52,5,185,6,0,0,product_mng,high
0.21,0,0.65,5,223,3,1,0,sales,low
0.31,0,0.37,2,104,3,1,0,support,medium
0.28,0,0.7,2,164,4,0,0,IT,medium
0.31,0,0.57,4,200,4,0,0,IT,medium
0.19,0,0.79,4,229,4,0,0,product_mng,medium
0.19,0,0.79,4,229,4,0,0,product_mng,medium
0.17,0,0.71,5,257,4,1,0,sales,medium
0.31,0,0.49,4,165,3,1,0,technical,low
0.24,0,0.39,5,158,2,0,0,sales,medium
0.42,0,0.37,2,284,3,0,0,technical,high
0.18,0,0.79,4,240,5,0,0,RandD,low
0.36,1,0.46,2,157,3,0,0,technical,medium
0.3,0,0.68,3,229,6,0,0,support,medium
0.33,0,0.61,2,163,3,0,0,technical,medium
0.3,0,0.58,2,124,3,0,0,sales,low
0.18,0,0.79,4,217,4,0,0,RandD,medium
0.17,0,0.76,4,199,5,0,0,management,medium
0.34,0,0.59,2,164,2,0,0,sales,low
0.16,0,0.46,6,240,2,0,0,product_mng,low
0.16,0,0.46,6,240,2,0,0,product_mng,low
0.29,0,0.4,4,138,4,0,0,sales,low
0.22,0,0.8,4,287,4,0,0,RandD,low
0.16,0,0.63,5,266,7,0,0,IT,low
0.16,0,0.63,5,266,7,0,0,IT,low
0.16,0,0.84,3,238,6,0,0,technical,medium
0.36,1,0.48,2,159,3,0,0,product_mng,low
0.36,1,0.48,2,159,3,0,0,product_mng,low
0.36,1,0.48,2,159,3,0,0,product_mng,low
0.28,0,0.77,3,221,3,0,0,sales,high
0.36,1,0.48,2,158,3,0,0,IT,low
0.36,1,0.48,2,158,3,0,0,IT,low
0.36,1,0.48,2,158,3,0,0,IT,low
0.28,0,0.46,5,277,6,0,0,technical,medium
0.13,0,0.67,5,234,6,0,0,sales,medium
0.35,0,0.52,3,167,2,0,0,hr,low
0.32,1,0.5,2,135,5,0,0,sales,low
0.32,1,0.5,2,135,5,0,0,sales,low
0.32,1,0.5,2,135,5,0,0,sales,low
0.15,0,0.89,3,251,4,0,0,marketing,high
0.21,0,0.69,3,144,6,1,0,IT,low
0.38,0,0.5,2,187,2,1,0,sales,medium
0.31,0,0.59,4,218,5,0,0,marketing,medium
0.36,1,0.48,2,156,3,0,0,accounting,high
0.36,1,0.48,2,156,3,0,0,accounting,high
0.36,1,0.48,2,156,3,0,0,accounting,high
0.17,0,0.86,3,286,6,0,0,marketing,high
0.32,0,0.72,2,240,5,0,0,IT,low
0.36,0,0.4,3,160,3,0,0,accounting,medium
0.4,0,0.41,3,232,3,0,0,technical,medium
0.15,0,0.86,3,204,4,0,0,support,medium
0.36,0,0.55,3,191,3,0,0,product_mng,high
0.36,0,0.55,3,191,3,0,0,product_mng,high
0.22,0,0.63,5,284,6,0,0,RandD,low
0.2,0,0.41,6,264,3,0,0,sales,medium
0.17,0,0.91,2,271,4,0,0,sales,medium
0.13,0,0.69,4,127,4,0,0,sales,high
0.24,0,0.55,5,208,5,0,0,RandD,low
0.18,0,0.67,5,209,4,0,0,sales,medium
0.31,0,0.72,2,191,3,0,0,hr,medium
0.36,1,0.5,2,158,3,0,0,RandD,low
0.19,0,0.8,4,249,5,0,0,sales,low
0.31,0,0.62,2,139,3,0,0,technical,medium
0.13,0,0.59,5,160,5,0,0,technical,medium
0.37,1,0.45,2,160,3,0,0,marketing,medium
0.29,0,0.48,2,116,6,1,0,hr,low
0.37,0,0.43,2,155,2,0,0,IT,low
0.24,0,0.5,5,174,4,0,0,management,low
0.3,0,0.64,2,137,3,0,0,management,high
0.36,1,0.48,2,152,3,0,0,IT,low
0.36,1,0.48,2,152,3,0,0,product_mng,medium
0.37,0,0.37,3,168,3,0,0,hr,low
0.25,0,0.82,3,269,5,0,0,sales,low
0.17,0,0.73,5,258,4,0,0,technical,medium
0.29,0,0.68,4,210,3,0,0,support,low
0.22,0,0.61,4,150,6,0,0,management,medium
0.19,0,0.63,4,142,6,0,0,RandD,low
0.36,1,0.51,2,157,3,0,0,hr,medium
0.13,0,0.72,4,148,5,0,0,hr,medium
0.09,1,0.77,5,275,4,0,0,product_mng,medium
0.09,1,0.77,5,275,4,0,0,product_mng,medium
0.09,1,0.77,5,275,4,0,0,product_mng,medium
0.1,1,0.77,5,276,4,0,0,support,low
0.1,1,0.77,5,276,4,0,0,support,low
0.36,1,0.47,2,148,3,0,0,technical,medium
0.36,1,0.47,2,148,3,0,0,technical,medium
0.36,1,0.47,2,148,3,0,0,technical,medium
0.15,0,0.84,4,275,5,0,0,marketing,low
0.2,0,0.78,4,196,3,0,0,management,low
0.2,0,0.78,4,196,3,0,0,management,low
0.26,0,0.69,4,180,3,1,0,accounting,low
0.16,0,0.78,4,196,5,0,0,technical,high
0.37,1,0.46,2,158,3,0,0,hr,low
0.37,1,0.46,2,158,3,0,0,hr,low
0.37,1,0.46,2,158,3,0,0,hr,low
0.17,0,0.88,2,206,4,0,0,support,medium
0.36,1,0.51,2,155,3,0,0,IT,low
0.36,1,0.51,2,155,3,0,0,support,low
0.36,1,0.51,2,155,3,0,0,IT,low
0.36,1,0.51,2,155,3,0,0,IT,low
0.37,1,0.47,2,159,3,1,0,product_mng,medium
0.36,1,0.52,2,157,3,0,0,technical,low
0.35,0,0.58,3,229,6,1,0,technical,medium
0.37,1,0.46,2,157,3,0,0,IT,low
0.37,1,0.46,2,157,3,0,0,support,medium
0.37,1,0.46,2,157,3,0,0,IT,low
0.37,1,0.46,2,157,3,0,0,IT,low
0.36,1,0.48,2,148,3,1,0,management,medium
0.23,0,0.68,5,244,3,0,0,support,low
0.37,1,0.48,2,160,3,0,0,product_mng,low
0.37,1,0.48,2,160,3,0,0,IT,low
0.37,1,0.48,2,160,3,0,0,support,low
0.37,1,0.48,2,160,3,0,0,product_mng,low
0.37,1,0.48,2,160,3,0,0,support,low
0.37,1,0.46,2,156,3,0,0,sales,low
0.37,1,0.46,2,156,3,0,0,sales,low
0.37,1,0.46,2,156,3,0,0,sales,low
0.37,1,0.46,2,156,3,0,0,sales,low
0.13,0,0.49,6,227,4,0,0,technical,medium
0.37,1,0.48,2,159,3,0,0,sales,low
0.37,1,0.48,2,159,3,0,0,sales,low
0.37,1,0.48,2,159,3,0,0,sales,low
0.15,0,0.76,5,277,4,0,0,marketing,low
0.16,0,0.56,5,152,5,0,0,hr,medium
0.25,0,0.67,2,136,6,0,0,sales,medium
0.38,0,0.5,3,196,3,0,0,sales,medium
0.38,0,0.5,3,196,3,0,0,sales,medium
0.16,0,0.57,5,144,4,1,0,product_mng,low
0.37,0,0.49,3,177,3,0,0,marketing,high
0.37,0,0.49,3,177,3,0,0,marketing,high
0.37,1,0.46,2,155,3,0,0,marketing,medium
0.21,0,0.84,3,194,2,0,0,IT,medium
0.31,0,0.63,3,150,3,1,0,sales,medium
0.31,0,0.63,3,150,3,1,0,sales,medium
0.1,1,0.78,5,285,4,1,0,RandD,medium
0.1,1,0.78,5,285,4,1,0,RandD,medium
0.22,0,0.53,5,160,4,1,0,sales,medium
0.37,0,0.41,2,146,2,0,0,support,medium
0.36,1,0.49,2,147,3,0,0,marketing,low
0.36,1,0.49,2,147,3,0,0,marketing,low
0.22,0,0.69,4,182,6,0,0,technical,low
0.36,1,0.48,2,145,3,0,0,hr,low
0.43,0,0.38,2,278,3,1,0,sales,low
0.19,0,0.55,5,148,4,0,0,support,medium
0.37,1,0.46,2,153,3,0,0,sales,low
0.37,1,0.46,2,153,3,0,0,sales,low
0.37,1,0.46,2,153,3,0,0,sales,low
0.36,1,0.54,2,158,3,0,0,support,low
0.37,1,0.45,2,151,3,0,0,support,low
0.37,1,0.45,2,151,3,0,0,support,low
0.37,1,0.45,2,151,3,0,0,support,low
0.35,0,0.52,3,155,3,0,0,sales,low
0.18,0,0.51,5,159,6,0,0,IT,medium
0.3,0,0.54,2,99,2,0,0,RandD,medium
0.16,0,0.65,5,165,3,0,0,IT,low
