satisfaction_level,left,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0.65,0,0.68,4,128,5,0,0,product_mng,low
0.69,0,0.64,4,200,3,0,0,technical,medium
0.68,0,0.76,3,190,3,1,0,technical,medium
0.72,0,0.62,3,270,4,0,0,sales,low
0.57,0,0.91,4,224,10,0,0,sales,medium
0.57,0,0.91,4,224,10,0,0,sales,medium
0.59,0,0.89,5,169,2,1,0,marketing,low
0.66,0,0.89,3,257,3,0,0,sales,medium
0.69,0,0.54,3,164,7,0,0,sales,medium
0.69,0,0.54,3,164,7,0,0,sales,medium
0.68,0,0.71,4,206,2,0,0,hr,medium
0.62,0,0.92,4,198,2,0,0,sales,medium
0.63,0,0.86,4,169,2,0,0,sales,high
0.6,0,0.99,4,225,3,0,0,sales,medium
0.63,0,0.71,5,141,2,0,0,RandD,medium
0.64,0,0.89,3,175,3,1,0,product_mng,high
0.72,0,0.62,3,243,2,1,0,hr,low
0.72,0,0.62,3,243,2,1,0,hr,low
0.59,0,0.67,6,126,3,0,0,technical,medium
0.7,0,0.53,4,178,2,0,0,marketing,medium
0.57,0,0.97,5,196,2,0,0,support,medium
0.69,0,0.68,4,225,3,0,0,technical,low
0.68,0,0.81,3,232,2,0,0,support,medium
0.69,0,0.77,3,232,2,0,0,sales,low
0.69,0,0.56,5,271,3,0,0,support,low
0.71,0,0.63,3,204,3,0,0,marketing,low
0.71,0,0.63,3,204,3,0,0,marketing,low
0.67,0,0.6,5,253,6,0,0,sales,medium
0.67,0,0.6,5,253,6,0,0,sales,medium
0.67,0,0.71,4,173,3,0,0,support,high
0.64,0,0.52,5,258,10,1,0,management,high
0.64,0,0.52,5,258,10,1,0,management,high
0.6,0,0.94,4,160,2,0,0,support,medium
0.65,0,0.66,5,165,3,0,0,support,medium
0.69,0,0.48,5,232,4,0,0,sales,medium
0.69,0,0.48,5,232,4,0,0,sales,medium
0.62,1,0.89,3,131,4,0,0,sales,low
0.71,0,0.56,3,177,4,0,0,support,high
0.59,1,1,3,156,4,0,0,accounting,low
0.64,0,0.96,3,274,3,0,0,accounting,low
0.67,0,0.56,5,174,2,1,0,RandD,medium
0.71,0,0.36,2,132,5,0,0,support,medium
0.63,0,0.89,4,192,2,0,0,sales,high
0.67,0,0.64,4,136,3,0,0,technical,low
0.7,0,0.48,5,273,2,0,0,sales,medium
0.59,0,0.94,4,136,2,0,0,sales,medium
0.66,0,0.73,5,249,2,0,0,support,medium
0.72,0,0.57,3,203,2,1,0,marketing,medium
0.52,0,0.86,6,103,4,0,0,sales,low
0.71,0,0.56,4,238,4,0,0,product_mng,medium
0.66,0,0.89,3,242,3,0,0,product_mng,medium
0.71,0,0.54,4,215,3,0,0,technical,medium
0.71,0,0.68,3,231,2,1,0,product_mng,low
0.71,0,0.68,3,231,2,1,0,product_mng,low
0.64,0,0.86,4,248,6,0,0,marketing,medium
0.68,0,0.61,4,147,3,0,0,accounting,medium
0.64,0,0.94,3,221,2,0,0,sales,low
0.71,0,0.51,4,202,3,0,0,IT,medium
0.7,0,0.56,4,182,2,0,0,support,low
0.72,0,0.5,4,245,3,0,0,support,medium
0.65,0,0.84,3,154,3,0,0,support,high
0.65,0,0.52,2,117,10,1,0,support,low
0.65,0,0.52,2,117,10,1,0,support,low
0.65,0,0.77,5,241,2,0,0,sales,medium
0.64,0,0.79,4,139,3,0,0,sales,low
0.64,0,0.79,4,139,3,0,0,sales,low
0.69,0,0.55,5,242,2,0,0,sales,medium
0.56,0,0.97,5,163,2,0,0,management,high
0.61,0,0.95,4,191,2,0,0,hr,low
0.69,0,0.63,3,137,3,0,0,technical,low
0.6,0,0.91,5,211,3,0,0,sales,low
0.6,0,0.91,5,211,3,0,0,sales,low
0.67,0,0.77,3,157,3,0,0,RandD,medium
0.63,0,0.93,4,238,2,0,0,technical,low
0.66,0,0.9,3,250,2,0,0,sales,low
0.61,0,0.99,4,251,2,0,0,IT,low
0.69,0,0.75,3,204,3,0,0,sales,low
0.68,0,0.84,3,270,3,0,0,support,high
0.68,0,0.84,3,270,3,0,0,support,high
0.62,0,0.73,3,144,10,1,0,support,high
0.62,0,0.73,3,144,10,1,0,support,high
0.7,0,0.74,3,253,4,1,0,support,low
0.73,0,0.5,3,208,2,0,0,sales,medium
0.69,0,0.62,4,183,4,0,0,support,low
0.6,0,0.98,4,205,4,0,0,hr,medium
0.73,0,0.36,4,253,2,1,0,RandD,low
0.62,0,0.97,4,266,3,0,0,management,low
0.63,0,0.83,4,145,4,0,0,support,medium
0.62,0,0.91,3,133,3,0,0,RandD,medium
0.71,0,0.72,3,271,2,0,0,support,low
0.71,0,0.72,3,271,2,0,0,support,low
0.6,0,0.98,4,195,3,0,0,support,medium
0.67,0,0.67,4,141,2,1,0,sales,low
0.67,0,0.67,4,141,2,1,0,sales,low
0.7,0,0.77,2,235,3,1,0,sales,medium
0.58,0,0.67,5,133,10,0,0,technical,medium
0.58,0,0.67,5,133,10,0,0,technical,medium
0.7,0,0.72,2,189,3,0,0,sales,low
0.68,0,0.44,5,165,3,0,0,RandD,medium
0.56,0,0.98,5,171,3,1,0,sales,low
0.56,0,0.98,5,171,3,1,0,sales,low
0.7,0,0.63,3,157,2,0,0,RandD,medium
0.7,0,0.63,3,157,2,0,0,RandD,medium
0.66,0,0.76,3,139,5,0,0,sales,low
0.7,0,0.67,3,179,3,1,0,sales,medium
0.63,1,0.94,3,179,2,0,0,support,medium
0.72,0,0.58,3,198,2,0,0,marketing,low
0.65,0,0.79,5,266,3,0,0,marketing,medium
0.69,0,0.57,5,245,2,1,0,sales,low
0.62,0,0.86,4,135,3,0,0,technical,low
0.69,0,0.64,4,190,4,0,0,technical,medium
0.66,1,0.57,5,161,5,0,0,technical,high
0.66,1,0.57,5,161,5,0,0,technical,high
0.66,1,0.57,5,161,5,0,0,technical,high
0.69,0,0.56,4,149,3,0,0,IT,medium
0.69,0,0.56,4,149,3,0,0,IT,medium
0.67,0,0.71,4,159,2,1,0,technical,medium
0.72,0,0.66,3,256,2,0,0,IT,medium
0.63,0,0.93,4,233,3,0,0,IT,medium
0.63,0,0.93,4,233,3,0,0,IT,medium
0.6,0,0.98,4,192,3,0,0,technical,low
0.68,0,0.74,4,215,3,0,0,accounting,low
0.65,0,0.88,4,268,4,0,0,support,medium
0.69,0,0.74,4,266,2,1,0,support,low
0.69,0,0.52,5,219,3,0,0,sales,low
0.62,0,0.82,3,204,10,0,0,accounting,medium
0.62,0,0.82,3,204,10,0,0,accounting,medium
0.67,0,0.54,5,157,2,0,0,RandD,medium
0.68,0,0.63,4,148,3,0,0,RandD,low
0.72,0,0.53,3,179,3,0,0,support,low
0.72,0,0.53,3,179,3,0,0,support,low
0.66,0,0.84,4,253,4,0,0,marketing,low
0.65,0,0.9,3,200,3,0,0,technical,high
0.64,0,0.97,2,226,3,1,0,sales,medium
0.71,0,0.53,4,196,2,1,0,sales,low
0.71,0,0.53,4,196,2,1,0,sales,low
0.57,0,0.99,3,100,4,1,0,technical,low
0.6,0,0.78,6,211,4,1,0,product_mng,medium
0.69,0,0.68,4,214,4,0,0,accounting,low
0.66,0,0.8,4,192,3,0,0,hr,medium
0.66,0,0.8,4,192,3,0,0,hr,medium
0.68,0,0.69,4,176,3,1,0,IT,medium
0.66,0,0.83,4,234,4,0,0,sales,medium
0.72,0,0.64,3,231,2,0,0,accounting,medium
0.64,0,0.72,5,158,3,0,0,IT,medium
0.72,0,0.63,3,223,2,1,0,sales,medium
0.64,0,0.78,5,200,3,0,0,technical,medium
0.63,0,0.99,3,247,3,0,0,sales,medium
0.69,0,0.68,3,151,3,1,0,support,low
0.65,0,0.85,4,204,3,0,0,sales,medium
0.6,0,0.95,4,164,4,0,0,sales,medium
0.63,0,0.9,3,142,3,0,0,support,medium
0.64,0,0.58,5,115,5,0,0,support,low
0.63,0,0.93,4,238,4,0,0,sales,medium
0.65,0,0.91,3,207,3,0,0,sales,low
0.67,0,0.49,5,241,8,0,0,sales,medium
0.67,0,0.49,5,241,8,0,0,sales,medium
0.64,0,0.95,3,218,2,0,0,technical,medium
0.7,0,0.74,3,224,3,0,0,accounting,medium
0.65,0,0.63,4,143,8,0,0,management,medium
0.65,0,0.63,4,143,8,0,0,management,medium
0.64,0,0.94,3,204,2,0,0,technical,high
0.66,0,0.72,4,137,3,0,0,technical,low
0.65,0,0.92,3,219,3,0,0,technical,medium
0.71,0,0.73,3,274,3,0,0,marketing,low
0.65,0,0.96,2,246,2,1,0,IT,low
0.71,0,0.54,4,198,3,0,0,IT,low
0.7,0,0.59,3,138,3,0,0,RandD,low
0.7,0,0.59,3,138,3,0,0,RandD,low
0.67,0,0.72,4,159,2,0,0,sales,low
0.7,0,0.68,3,185,4,0,0,IT,low
0.58,0,0.97,5,202,2,0,0,IT,low
0.68,0,0.84,3,239,2,0,0,management,medium
0.68,0,0.7,4,185,4,0,0,technical,medium
0.63,0,0.81,5,189,3,0,0,technical,medium
0.65,0,0.76,3,111,5,0,0,technical,medium
0.58,0,0.98,5,218,3,0,0,RandD,low
0.73,0,0.53,3,205,2,0,0,sales,medium
0.68,0,0.73,4,197,3,0,0,support,low
0.59,0,0.97,5,242,3,0,0,product_mng,low
0.61,0,0.89,3,242,10,0,0,sales,high
0.61,0,0.89,3,242,10,0,0,sales,high
0.66,0,0.8,4,183,2,1,0,technical,medium
0.66,0,0.5,3,139,10,1,0,sales,low
0.66,0,0.5,3,139,10,1,0,sales,low
0.65,0,0.8,4,164,4,0,0,sales,low
0.66,0,0.57,6,278,3,0,0,sales,medium
0.61,0,0.97,4,198,2,0,0,IT,high
0.7,0,0.63,3,157,4,0,0,sales,medium
0.63,0,0.94,3,172,3,0,0,management,medium
0.63,0,0.94,3,172,3,0,0,management,medium
0.62,0,0.89,5,243,3,0,0,support,medium
0.71,0,0.65,3,190,3,0,0,support,low
0.72,0,0.48,3,155,2,0,0,technical,medium
0.59,0,0.92,3,203,10,0,0,support,medium
0.59,0,0.92,3,203,10,0,0,support,medium
0.69,0,0.73,4,233,2,0,0,accounting,low
0.73,0,0.54,3,283,6,0,0,accounting,medium
0.65,0,0.95,3,266,3,1,0,support,low
0.66,0,0.85,4,237,3,1,0,support,medium
0.69,0,0.57,5,227,2,0,0,support,low
0.61,0,0.81,5,136,3,0,0,hr,low
0.7,0,0.63,3,155,4,1,0,RandD,low
0.61,0,0.97,3,148,3,0,0,RandD,low
0.7,0,0.59,4,178,3,0,0,sales,low
0.62,0,0.94,3,151,4,0,0,support,medium
0.69,0,0.75,4,261,3,0,0,hr,medium
0.63,0,0.87,2,101,3,0,0,technical,low
0.67,0,0.69,5,225,3,0,0,accounting,medium
0.68,0,0.85,3,250,3,0,0,support,low
0.66,0,0.84,3,170,4,0,0,support,low
0.57,0,0.92,6,267,4,0,0,sales,medium
0.66,0,0.87,3,186,2,0,0,IT,medium
0.7,0,0.67,4,224,3,0,0,support,medium
0.63,0,0.9,4,188,4,1,0,sales,low
0.69,0,0.69,4,195,2,0,0,sales,medium
0.73,0,0.44,2,194,6,0,0,hr,medium
0.68,0,0.79,4,273,4,0,0,product_mng,low
0.73,0,0.56,3,215,3,0,0,product_mng,medium
0.72,0,0.58,4,255,2,0,0,RandD,high
0.7,0,0.74,3,212,3,0,0,sales,low
0.63,0,0.87,5,248,2,0,0,technical,low
0.67,0,0.58,5,161,3,1,0,support,low
0.7,0,0.75,3,221,3,0,0,technical,low
0.7,0,0.54,5,263,3,0,0,technical,low
0.7,0,0.54,5,263,3,0,0,technical,low
0.75,0,0.37,3,256,3,0,0,product_mng,medium
0.69,0,0.66,4,178,3,0,0,RandD,low
0.72,0,0.67,3,243,3,0,0,sales,low
0.64,0,0.9,4,211,3,0,0,hr,medium
0.72,0,0.51,3,160,3,0,0,sales,medium
0.65,0,0.89,4,240,3,0,0,sales,low
0.73,0,0.6,3,252,4,1,0,sales,low
0.64,0,0.91,3,165,3,1,0,support,low
0.64,0,0.91,3,165,3,1,0,support,low
0.69,0,0.75,3,179,2,1,0,sales,high
0.59,0,1,4,169,2,0,0,technical,low
0.65,0,0.79,5,233,3,0,0,support,low
0.65,0,0.79,5,233,3,0,0,support,low
0.7,0,0.55,4,159,3,0,0,sales,low
0.67,0,0.78,4,193,3,0,0,sales,medium
0.66,0,0.65,5,161,3,0,0,support,medium
0.69,0,0.74,4,237,3,0,0,technical,low
0.59,0,0.89,5,143,3,1,0,IT,low
0.62,0,0.91,5,267,3,0,0,technical,low
0.7,0,0.53,4,152,3,0,0,technical,low
0.63,0,0.85,5,214,2,0,0,marketing,low
0.67,0,0.82,4,246,4,0,0,accounting,medium
0.59,0,0.96,5,211,3,0,0,sales,medium
0.59,0,0.96,5,211,3,0,0,sales,medium
0.52,0,0.96,6,166,5,1,0,technical,medium
0.61,0,0.98,4,199,2,0,0,technical,low
0.7,0,0.74,3,202,2,0,0,IT,medium
0.61,0,0.92,4,159,5,0,0,IT,medium
0.72,0,0.54,4,219,2,0,0,technical,medium
0.72,0,0.54,4,219,2,0,0,technical,medium
0.7,0,0.73,3,194,2,0,0,RandD,low
0.71,0,0.77,2,255,3,0,0,support,medium
0.63,0,0.94,4,219,3,0,0,product_mng,low
0.63,0,0.94,4,219,3,0,0,product_mng,low
0.62,0,0.9,4,155,4,0,0,sales,low
0.69,0,0.72,4,210,2,1,0,sales,high
0.69,0,0.72,4,210,2,1,0,sales,high
0.66,0,0.89,3,202,3,1,0,sales,medium
0.64,0,0.7,5,140,4,0,0,support,medium
0.69,0,0.68,3,138,3,0,0,sales,low
0.63,0,0.88,5,260,3,0,0,marketing,medium
0.66,0,0.75,5,227,3,1,0,sales,medium
0.59,0,0.93,5,172,2,0,0,technical,medium
0.73,0,0.59,3,219,2,0,0,accounting,low
0.67,0,0.71,4,178,6,0,0,IT,low
0.74,0,0.59,2,257,4,1,0,sales,medium
0.69,0,0.57,5,227,4,0,0,IT,low
0.61,0,0.95,4,174,4,0,0,sales,low
0.68,0,0.57,5,187,4,0,0,technical,high
0.71,0,0.6,4,208,3,0,0,accounting,high
0.7,0,0.66,3,151,2,0,0,RandD,low
0.74,0,0.54,3,243,3,0,0,IT,medium
0.72,0,0.69,3,270,4,0,0,technical,low
0.73,0,0.49,4,243,2,0,0,technical,low
0.73,0,0.49,4,243,2,0,0,technical,low
0.71,0,0.74,3,250,3,0,0,support,low
0.69,0,0.79,3,207,3,0,0,technical,medium
0.58,0,0.91,3,154,10,0,0,product_mng,high
0.58,0,0.91,3,154,10,0,0,product_mng,high
0.69,0,0.64,5,265,2,1,0,support,high
0.72,0,0.59,4,245,2,0,0,management,low
0.64,0,0.86,5,274,2,1,0,sales,low
0.68,0,0.51,5,158,3,0,0,technical,medium
0.63,0,0.93,4,201,3,0,0,IT,low
0.62,0,0.91,3,142,6,1,0,sales,medium
0.65,0,0.82,5,265,3,0,0,IT,low
0.65,0,0.82,5,265,3,0,0,IT,low
0.68,0,0.85,3,243,4,0,0,technical,medium
0.59,0,0.99,5,254,3,1,0,sales,low
0.73,0,0.55,3,206,4,0,0,accounting,low
0.63,0,0.87,4,145,3,1,0,support,high
0.71,0,0.65,4,239,3,0,0,technical,low
0.66,0,0.9,3,217,4,0,0,product_mng,medium
0.61,0,0.87,5,174,4,0,0,sales,medium
0.69,0,0.75,4,249,4,0,0,hr,medium
0.61,0,0.97,3,137,3,0,0,accounting,low
0.67,0,0.83,3,171,3,1,0,marketing,medium
0.61,0,0.95,4,169,4,0,0,support,medium
0.64,0,0.93,4,233,2,1,0,technical,medium
0.68,0,0.7,5,270,3,0,0,product_mng,medium
0.55,0,0.97,5,125,4,0,0,sales,medium
0.73,0,0.53,3,184,2,0,0,product_mng,low
0.73,0,0.46,4,240,4,1,0,RandD,medium
0.67,0,0.85,4,266,3,0,0,hr,medium
0.74,0,0.59,3,274,3,0,0,sales,medium
0.71,0,0.69,2,172,3,0,0,technical,medium
0.66,0,0.84,4,197,2,0,0,hr,low
0.69,0,0.76,4,257,4,0,0,technical,low
0.68,0,0.81,3,180,2,1,0,sales,high
0.7,0,0.74,3,194,3,0,0,RandD,low
0.72,0,0.51,3,146,2,1,0,sales,low
0.66,0,0.77,5,236,3,0,0,sales,high
0.68,0,0.65,4,134,3,0,0,technical,medium
0.69,0,0.61,5,229,3,0,0,technical,medium
0.61,0,0.95,3,133,5,0,0,sales,medium
0.74,0,0.37,2,171,4,0,0,support,low
0.68,0,0.84,3,209,3,0,0,sales,high
0.69,0,0.81,3,214,2,0,0,IT,low
0.7,0,0.54,4,150,4,0,0,technical,low
0.73,0,0.49,3,168,2,1,0,sales,low
0.69,0,0.84,3,253,2,0,0,technical,medium
0.73,0,0.55,4,267,3,0,0,sales,low
0.72,0,0.7,3,238,2,0,0,management,low
0.65,0,0.54,4,147,10,0,0,sales,low
0.65,0,0.54,4,147,10,0,0,sales,low
0.72,0,0.62,4,252,2,1,0,technical,medium
0.7,0,0.57,5,247,3,0,0,RandD,low
0.69,0,0.82,3,262,5,1,0,IT,medium
0.68,0,0.44,5,152,5,0,0,support,low
0.72,0,0.62,4,256,3,0,0,hr,low
0.6,0,0.86,6,272,4,0,0,technical,low
0.65,0,0.85,4,172,3,0,0,sales,medium
0.65,0,0.85,4,172,3,0,0,sales,medium
0.69,0,0.8,3,212,4,0,0,support,low
0.65,0,0.98,3,283,2,1,0,technical,low
0.67,0,0.91,3,256,3,0,0,technical,low
0.74,0,0.52,3,213,3,0,0,support,medium
0.68,0,0.67,4,135,2,0,0,accounting,medium
0.68,0,0.85,3,209,2,0,0,management,medium
0.69,0,0.68,4,168,3,0,0,technical,low
0.63,0,0.98,4,265,3,0,0,sales,low
0.72,0,0.71,3,242,2,0,0,technical,medium
